rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event
Rank: ---,ALACAM Faruk,TUR,"Born: Apr 26, 1988",B.weight: 79.33,Group: A,1: 115,2: -120,3: -120,Total: 115,85kgMen,Snatch,V. MEDITERRANEAN CUP
Rank: ---,CHEBIKIN Volodimir,ISR,"Born: Apr 29, 1986",B.weight: 81.21,Group: A,1: 130,2: -135,3: -135,Total: 130,85kgMen,Snatch,V. MEDITERRANEAN CUP
Rank: ---,DAVIDOV Yuri,ISR,"Born: Jan 13, 1988",B.weight: 84.69,Group: A,1: 115,2: 123,3: -130,Total: 123,85kgMen,Snatch,V. MEDITERRANEAN CUP
Rank: ---,ALACAM Faruk,TUR,"Born: Apr 26, 1988",B.weight: 79.33,Group: A,1: 140,2: 145,3: 150,Total: 150,85kgMen,CleanJerk,V. MEDITERRANEAN CUP
Rank: ---,CHEBIKIN Volodimir,ISR,"Born: Apr 29, 1986",B.weight: 81.21,Group: A,1: -160,2: -160,3: -160,Total: ---,85kgMen,CleanJerk,V. MEDITERRANEAN CUP
Rank: ---,DAVIDOV Yuri,ISR,"Born: Jan 13, 1988",B.weight: 84.69,Group: A,1: 135,2: 145,3: -152,Total: 145,85kgMen,CleanJerk,V. MEDITERRANEAN CUP
Rank: 1,DAVIDOV Yuri,ISR,"Born: Jan 13, 1988",B.weight: 84.69,Group: A,Snatch: 123,CI&Jerk: 145,Total: 268,,85kgMen,Total,V. MEDITERRANEAN CUP
Rank: 2,ALACAM Faruk,TUR,"Born: Apr 26, 1988",B.weight: 79.33,Group: A,Snatch: 115,CI&Jerk: 150,Total: 265,,85kgMen,Total,V. MEDITERRANEAN CUP
Rank: ---,CHEBIKIN Volodimir,ISR,"Born: Apr 29, 1986",B.weight: 81.21,Group: A,Snatch: 130,CI&Jerk: ---,Total: ---,,85kgMen,Total,V. MEDITERRANEAN CUP
Rank: ---,BORG Stephen,MLT,"Born: Jul 02, 1976",B.weight: 89.59,Group: B,1: 90,2: -95,3: 95,Total: 95,94kgMen,Snatch,V. MEDITERRANEAN CUP
