rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id
Rank: 1,CHEN Meilong,CHN,"Born: Apr 29, 1993",B.weight: 61.67,Group: A,1: 160,2: -166,3: -167,Total: 160,62kgMen,CleanJerk,239
Rank: 2,MOSQUERA LOZANO Luis Javier,COL,"Born: Mar 27, 1995",B.weight: 61.31,Group: A,1: 150,2: -155,3: -155,Total: 150,62kgMen,CleanJerk,239
Rank: 3,PALOMEQUE VALOYES Lebinson,COL,"Born: Aug 24, 1993",B.weight: 61.66,Group: A,1: 145,2: 150,3: -153,Total: 150,62kgMen,CleanJerk,239
Rank: 4,BARNES Darrel Lamont,USA,"Born: Jan 20, 1994",B.weight: 61.33,Group: A,1: -140,2: 140,3: 146,Total: 146,62kgMen,CleanJerk,239
Rank: 5,VAZQUEZ MENDEZ Antonio,MEX,"Born: Aug 12, 1993",B.weight: 61.88,Group: A,1: 142,2: 146,3: -152,Total: 146,62kgMen,CleanJerk,239
Rank: 6,BARDALEZ TUISIMA Luis David,PER,"Born: Oct 03, 1995",B.weight: 61.14,Group: A,1: 135,2: 140,3: 145,Total: 145,62kgMen,CleanJerk,239
Rank: 7,ABDULGASHUMOV Asali,RUS,"Born: May 05, 1994",B.weight: 61.90,Group: A,1: -145,2: 145,3: -150,Total: 145,62kgMen,CleanJerk,239
Rank: 8,KAO Chan-Hung,TPE,"Born: Oct 03, 1993",B.weight: 61.31,Group: B,1: 130,2: 139,3: 142,Total: 142,62kgMen,CleanJerk,239
Rank: 9,PRECIADO REYES Miguel Angel,PER,"Born: Nov 03, 1994",B.weight: 61.49,Group: B,1: 128,2: 133,3: 138,Total: 138,62kgMen,CleanJerk,239
Rank: 10,KWAPISZ Dominik Maciej,POL,"Born: Feb 24, 1993",B.weight: 61.93,Group: A,1: 130,2: 137,3: -141,Total: 137,62kgMen,CleanJerk,239
Rank: 11,KIM Daeho,KOR,"Born: Sep 17, 1994",B.weight: 61.90,Group: B,1: 130,2: 135,3: -140,Total: 135,62kgMen,CleanJerk,239
Rank: 12,CHIANG Tsung-Han,TPE,"Born: Jul 27, 1996",B.weight: 61.61,Group: B,1: 120,2: 128,3: 132,Total: 132,62kgMen,CleanJerk,239
Rank: 13,CONSTANTINE Clement,MAS,"Born: Oct 06, 1994",B.weight: 61.67,Group: B,1: -131,2: 131,3: -138,Total: 131,62kgMen,CleanJerk,239
Rank: 14,MALAKCI Emre,TUR,"Born: Oct 19, 1993",B.weight: 61.25,Group: B,1: 120,2: 125,3: -130,Total: 125,62kgMen,CleanJerk,239
