rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id
Rank: 5,BE Vannara,AUS,"Born: Feb 16, 1988",B.weight: 61.60,Group: A,Snatch: 110,CI&Jerk: 138,Total: 248,,62kgMen,Total,246
Rank: 6,ENOCH Peter,MHL,"Born: Sep 10, 1997",B.weight: 61.15,Group: A,Snatch: 94,CI&Jerk: 118,Total: 212,,62kgMen,Total,246
Rank: 7,MOREA Ignatius,PNG,"Born: Aug 27, 1995",B.weight: 61.15,Group: A,Snatch: 78,CI&Jerk: 100,Total: 178,,62kgMen,Total,246
Rank: 8,MANZO Chirk Douglas Carmine,TGA,"Born: Oct 04, 1998",B.weight: 61.45,Group: A,Snatch: 75,CI&Jerk: 85,Total: 160,,62kgMen,Total,246
Rank: 9,KEVAU Isi Scophil,PNG,"Born: Mar 10, 1996",B.weight: 60.60,Group: A,Snatch: 65,CI&Jerk: 87,Total: 152,,62kgMen,Total,246
Rank: ---,BRECHTEFELD Elson Edward,NRU,"Born: Mar 02, 1994",B.weight: 67.30,Group: A,1: 108,2: -112,3: 112,Total: 112,69kgMen,Snatch,246
Rank: ---,PATRIS Stevick,PLW,"Born: Jan 17, 1991",B.weight: 64.20,Group: A,1: 107,2: 111,3: 114,Total: 114,69kgMen,Snatch,246
Rank: ---,RANGIDIMI Chris Akarba,NRU,"Born: Aug 07, 1995",B.weight: 68.50,Group: A,1: 85,2: -90,3: 90,Total: 90,69kgMen,Snatch,246
Rank: ---,PALANITE Ofatonga,TGA,"Born: Jan 30, 1995",B.weight: 67.05,Group: A,1: 95,2: 99,3: -103,Total: 99,69kgMen,Snatch,246
Rank: ---,SIOLAA Penisimani Angelo Fonua,TGA,"Born: Apr 23, 1994",B.weight: 67.45,Group: A,1: 80,2: -86,3: -86,Total: 80,69kgMen,Snatch,246
Rank: ---,FANOLUA Pita Junior,ASA,"Born: Oct 10, 1996",B.weight: 67.75,Group: A,1: 70,2: 75,3: -80,Total: 75,69kgMen,Snatch,246
Rank: ---,VILLALON Vester Louie,NZL,"Born: Nov 13, 1991",B.weight: 68.50,Group: A,1: 107,2: 112,3: -116,Total: 112,69kgMen,Snatch,246
Rank: ---,PUKA Bill Jack,PNG,"Born: May 31, 1995",B.weight: 63.60,Group: A,1: 65,2: -70,3: 70,Total: 70,69kgMen,Snatch,246
Rank: ---,BRECHTEFELD Elson Edward,NRU,"Born: Mar 02, 1994",B.weight: 67.30,Group: A,1: 140,2: 144,3: 147,Total: 147,69kgMen,CleanJerk,246
Rank: ---,PATRIS Stevick,PLW,"Born: Jan 17, 1991",B.weight: 64.20,Group: A,1: 138,2: 141,3: -144,Total: 141,69kgMen,CleanJerk,246
Rank: ---,RANGIDIMI Chris Akarba,NRU,"Born: Aug 07, 1995",B.weight: 68.50,Group: A,1: 120,2: 125,3: -130,Total: 125,69kgMen,CleanJerk,246
Rank: ---,PALANITE Ofatonga,TGA,"Born: Jan 30, 1995",B.weight: 67.05,Group: A,1: 110,2: 115,3: -120,Total: 115,69kgMen,CleanJerk,246
Rank: ---,SIOLAA Penisimani Angelo Fonua,TGA,"Born: Apr 23, 1994",B.weight: 67.45,Group: A,1: 105,2: 110,3: -115,Total: 110,69kgMen,CleanJerk,246
Rank: ---,FANOLUA Pita Junior,ASA,"Born: Oct 10, 1996",B.weight: 67.75,Group: A,1: 85,2: -95,3: -95,Total: 85,69kgMen,CleanJerk,246
Rank: ---,VILLALON Vester Louie,NZL,"Born: Nov 13, 1991",B.weight: 68.50,Group: A,1: -140,2: -140,3: -140,Total: ---,69kgMen,CleanJerk,246
Rank: ---,PUKA Bill Jack,PNG,"Born: May 31, 1995",B.weight: 63.60,Group: A,1: -85,2: 85,3: -90,Total: 85,69kgMen,CleanJerk,246
Rank: 1,BRECHTEFELD Elson Edward,NRU,"Born: Mar 02, 1994",B.weight: 67.30,Group: A,Snatch: 112,CI&Jerk: 147,Total: 259,,69kgMen,Total,246
Rank: 2,PATRIS Stevick,PLW,"Born: Jan 17, 1991",B.weight: 64.20,Group: A,Snatch: 114,CI&Jerk: 141,Total: 255,,69kgMen,Total,246
Rank: 3,RANGIDIMI Chris Akarba,NRU,"Born: Aug 07, 1995",B.weight: 68.50,Group: A,Snatch: 90,CI&Jerk: 125,Total: 215,,69kgMen,Total,246
Rank: 4,PALANITE Ofatonga,TGA,"Born: Jan 30, 1995",B.weight: 67.05,Group: A,Snatch: 99,CI&Jerk: 115,Total: 214,,69kgMen,Total,246
Rank: 5,SIOLAA Penisimani Angelo Fonua,TGA,"Born: Apr 23, 1994",B.weight: 67.45,Group: A,Snatch: 80,CI&Jerk: 110,Total: 190,,69kgMen,Total,246
Rank: 6,FANOLUA Pita Junior,ASA,"Born: Oct 10, 1996",B.weight: 67.75,Group: A,Snatch: 75,CI&Jerk: 85,Total: 160,,69kgMen,Total,246
Rank: 7,PUKA Bill Jack,PNG,"Born: May 31, 1995",B.weight: 63.60,Group: A,Snatch: 70,CI&Jerk: 85,Total: 155,,69kgMen,Total,246
Rank: ---,VILLALON Vester Louie,NZL,"Born: Nov 13, 1991",B.weight: 68.50,Group: A,Snatch: 112,CI&Jerk: ---,Total: ---,,69kgMen,Total,246
Rank: ---,MAGISTRADO Paulo,AUS,"Born: Jan 01, 1992",B.weight: 76.00,Group: A,1: -112,2: -112,3: -112,Total: ---,77kgMen,Snatch,246
Rank: ---,PERIVE Toafitu,SAM,"Born: Jan 07, 1985",B.weight: 74.40,Group: A,1: -122,2: 122,3: -127,Total: 122,77kgMen,Snatch,246
Rank: ---,FELETI Jack Junior Hanisi Poitoa,NIU,"Born: Jul 24, 1995",B.weight: 76.25,Group: A,1: 70,2: 75,3: 78,Total: 78,77kgMen,Snatch,246
Rank: ---,UNGA Selimoti,TGA,"Born: Dec 29, 1993",B.weight: 74.30,Group: A,1: 85,2: 90,3: -94,Total: 90,77kgMen,Snatch,246
Rank: ---,WAIBEIYA Tom-Jaye,NRU,"Born: Dec 17, 1995",B.weight: 76.25,Group: A,1: 100,2: -105,3: 105,Total: 105,77kgMen,Snatch,246
Rank: ---,HAN Terry,NZL,"Born: Jul 26, 1989",B.weight: 76.45,Group: A,1: 108,2: 111,3: 114,Total: 114,77kgMen,Snatch,246
Rank: ---,UDIA Toua,PNG,"Born: Dec 07, 1992",B.weight: 76.55,Group: A,1: 110,2: 115,3: 120,Total: 120,77kgMen,Snatch,246
Rank: ---,LAIAFI Lolohea Lisala Fakanaanaa KP,TGA,"Born: Oct 07, 1996",B.weight: 75.10,Group: A,1: 65,2: -70,3: -70,Total: 65,77kgMen,Snatch,246
Rank: ---,MADSEN Mathew Fraser,NZL,"Born: Dec 16, 1991",B.weight: 76.00,Group: A,1: -114,2: 114,3: 116,Total: 116,77kgMen,Snatch,246
Rank: ---,ETOUNDI Francois,AUS,"Born: Oct 06, 1984",B.weight: 76.60,Group: A,1: 128,2: 132,3: -135,Total: 132,77kgMen,Snatch,246
Rank: ---,MAGISTRADO Paulo,AUS,"Born: Jan 01, 1992",B.weight: 76.00,Group: A,1: ---,2: ---,3: ---,Total: ---,77kgMen,CleanJerk,246
Rank: ---,PERIVE Toafitu,SAM,"Born: Jan 07, 1985",B.weight: 74.40,Group: A,1: 162,2: -171,3: -171,Total: 162,77kgMen,CleanJerk,246
Rank: ---,FELETI Jack Junior Hanisi Poitoa,NIU,"Born: Jul 24, 1995",B.weight: 76.25,Group: A,1: 95,2: 103,3: 107,Total: 107,77kgMen,CleanJerk,246
Rank: ---,UNGA Selimoti,TGA,"Born: Dec 29, 1993",B.weight: 74.30,Group: A,1: 105,2: 110,3: 115,Total: 115,77kgMen,CleanJerk,246
Rank: ---,WAIBEIYA Tom-Jaye,NRU,"Born: Dec 17, 1995",B.weight: 76.25,Group: A,1: 125,2: -130,3: ---,Total: 125,77kgMen,CleanJerk,246
Rank: ---,HAN Terry,NZL,"Born: Jul 26, 1989",B.weight: 76.45,Group: A,1: -145,2: -145,3: 145,Total: 145,77kgMen,CleanJerk,246
Rank: ---,UDIA Toua,PNG,"Born: Dec 07, 1992",B.weight: 76.55,Group: A,1: 150,2: 155,3: -160,Total: 155,77kgMen,CleanJerk,246
Rank: ---,LAIAFI Lolohea Lisala Fakanaanaa KP,TGA,"Born: Oct 07, 1996",B.weight: 75.10,Group: A,1: 85,2: 90,3: -95,Total: 90,77kgMen,CleanJerk,246
Rank: ---,MADSEN Mathew Fraser,NZL,"Born: Dec 16, 1991",B.weight: 76.00,Group: A,1: 154,2: 159,3: -164,Total: 159,77kgMen,CleanJerk,246
Rank: ---,ETOUNDI Francois,AUS,"Born: Oct 06, 1984",B.weight: 76.60,Group: A,1: 161,2: 165,3: 168,Total: 168,77kgMen,CleanJerk,246
Rank: 1,ETOUNDI Francois,AUS,"Born: Oct 06, 1984",B.weight: 76.60,Group: A,Snatch: 132,CI&Jerk: 168,Total: 300,,77kgMen,Total,246
Rank: 2,PERIVE Toafitu,SAM,"Born: Jan 07, 1985",B.weight: 74.40,Group: A,Snatch: 122,CI&Jerk: 162,Total: 284,,77kgMen,Total,246
Rank: 3,MADSEN Mathew Fraser,NZL,"Born: Dec 16, 1991",B.weight: 76.00,Group: A,Snatch: 116,CI&Jerk: 159,Total: 275,,77kgMen,Total,246
Rank: 4,UDIA Toua,PNG,"Born: Dec 07, 1992",B.weight: 76.55,Group: A,Snatch: 120,CI&Jerk: 155,Total: 275,,77kgMen,Total,246
Rank: 5,HAN Terry,NZL,"Born: Jul 26, 1989",B.weight: 76.45,Group: A,Snatch: 114,CI&Jerk: 145,Total: 259,,77kgMen,Total,246
Rank: 6,WAIBEIYA Tom-Jaye,NRU,"Born: Dec 17, 1995",B.weight: 76.25,Group: A,Snatch: 105,CI&Jerk: 125,Total: 230,,77kgMen,Total,246
Rank: 7,UNGA Selimoti,TGA,"Born: Dec 29, 1993",B.weight: 74.30,Group: A,Snatch: 90,CI&Jerk: 115,Total: 205,,77kgMen,Total,246
Rank: 8,FELETI Jack Junior Hanisi Poitoa,NIU,"Born: Jul 24, 1995",B.weight: 76.25,Group: A,Snatch: 78,CI&Jerk: 107,Total: 185,,77kgMen,Total,246
Rank: 9,LAIAFI Lolohea Lisala Fakanaanaa KP,TGA,"Born: Oct 07, 1996",B.weight: 75.10,Group: A,Snatch: 65,CI&Jerk: 90,Total: 155,,77kgMen,Total,246
Rank: ---,MAGISTRADO Paulo,AUS,"Born: Jan 01, 1992",B.weight: 76.00,Group: A,Snatch: ---,CI&Jerk: ---,Total: ---,,77kgMen,Total,246
Rank: ---,GREGORY-HUNT Saxon,NZL,"Born: May 11, 1993",B.weight: 83.90,Group: A,1: 133,2: -136,3: 136,Total: 136,85kgMen,Snatch,246
Rank: ---,HEWKINS Troy,AUS,"Born: Jan 01, 1986",B.weight: 84.05,Group: A,1: -131,2: 131,3: 135,Total: 135,85kgMen,Snatch,246
Rank: ---,PESALELI Bob,SAM,"Born: Feb 05, 1993",B.weight: 78.80,Group: A,1: 125,2: -130,3: -130,Total: 125,85kgMen,Snatch,246
Rank: ---,LIBYAN Chase Taylor,FSM,"Born: Nov 24, 1996",B.weight: 83.45,Group: A,1: 55,2: 60,3: 65,Total: 65,85kgMen,Snatch,246
Rank: ---,KIM Hasu Elliott,ASA,"Born: Sep 27, 1993",B.weight: 80.40,Group: A,1: -85,2: -85,3: -85,Total: ---,85kgMen,Snatch,246
Rank: ---,GREGORY-HUNT Saxon,NZL,"Born: May 11, 1993",B.weight: 83.90,Group: A,1: 160,2: 162,3: -164,Total: 162,85kgMen,CleanJerk,246
Rank: ---,HEWKINS Troy,AUS,"Born: Jan 01, 1986",B.weight: 84.05,Group: A,1: 156,2: 162,3: -164,Total: 162,85kgMen,CleanJerk,246
Rank: ---,PESALELI Bob,SAM,"Born: Feb 05, 1993",B.weight: 78.80,Group: A,1: -162,2: 162,3: -173,Total: 162,85kgMen,CleanJerk,246
Rank: ---,LIBYAN Chase Taylor,FSM,"Born: Nov 24, 1996",B.weight: 83.45,Group: A,1: 75,2: 85,3: -90,Total: 85,85kgMen,CleanJerk,246
Rank: ---,KIM Hasu Elliott,ASA,"Born: Sep 27, 1993",B.weight: 80.40,Group: A,1: ---,2: ---,3: ---,Total: ---,85kgMen,CleanJerk,246
Rank: 1,GREGORY-HUNT Saxon,NZL,"Born: May 11, 1993",B.weight: 83.90,Group: A,Snatch: 136,CI&Jerk: 162,Total: 298,,85kgMen,Total,246
Rank: 2,HEWKINS Troy,AUS,"Born: Jan 01, 1986",B.weight: 84.05,Group: A,Snatch: 135,CI&Jerk: 162,Total: 297,,85kgMen,Total,246
Rank: 3,PESALELI Bob,SAM,"Born: Feb 05, 1993",B.weight: 78.80,Group: A,Snatch: 125,CI&Jerk: 162,Total: 287,,85kgMen,Total,246
Rank: 4,LIBYAN Chase Taylor,FSM,"Born: Nov 24, 1996",B.weight: 83.45,Group: A,Snatch: 65,CI&Jerk: 85,Total: 150,,85kgMen,Total,246
Rank: ---,KIM Hasu Elliott,ASA,"Born: Sep 27, 1993",B.weight: 80.40,Group: A,Snatch: ---,CI&Jerk: ---,Total: ---,,85kgMen,Total,246
Rank: ---,KARI Steven Kukuna,PNG,"Born: May 13, 1993",B.weight: 93.40,Group: A,1: 141,2: 146,3: -150,Total: 146,94kgMen,Snatch,246
Rank: ---,FAAULIULI Faavae,SAM,"Born: May 12, 1983",B.weight: 93.90,Group: A,1: 125,2: -130,3: -130,Total: 125,94kgMen,Snatch,246
Rank: ---,PETER Yukio,NRU,"Born: Jan 01, 1990",B.weight: 89.35,Group: A,1: 110,2: 120,3: 130,Total: 130,94kgMen,Snatch,246
Rank: ---,GRGUREVIC Zac Adam,AUS,"Born: Feb 20, 1991",B.weight: 93.80,Group: A,1: 133,2: -138,3: -138,Total: 133,94kgMen,Snatch,246
Rank: ---,MAO Sanele,SAM,"Born: Sep 09, 1985",B.weight: 92.50,Group: A,1: -125,2: -125,3: 125,Total: 125,94kgMen,Snatch,246
Rank: ---,SYMON Caleb,NZL,"Born: Jan 01, 1992",B.weight: 86.75,Group: A,1: 122,2: -125,3: 125,Total: 125,94kgMen,Snatch,246
Rank: ---,KARI Steven Kukuna,PNG,"Born: May 13, 1993",B.weight: 93.40,Group: A,1: 188,2: -194,3: -200,Total: 188,94kgMen,CleanJerk,246
Rank: ---,FAAULIULI Faavae,SAM,"Born: May 12, 1983",B.weight: 93.90,Group: A,1: 165,2: -176,3: -176,Total: 165,94kgMen,CleanJerk,246
Rank: ---,PETER Yukio,NRU,"Born: Jan 01, 1990",B.weight: 89.35,Group: A,1: 140,2: 150,3: 170,Total: 170,94kgMen,CleanJerk,246
Rank: ---,GRGUREVIC Zac Adam,AUS,"Born: Feb 20, 1991",B.weight: 93.80,Group: A,1: 167,2: -175,3: 175,Total: 175,94kgMen,CleanJerk,246
Rank: ---,MAO Sanele,SAM,"Born: Sep 09, 1985",B.weight: 92.50,Group: A,1: -160,2: 160,3: -167,Total: 160,94kgMen,CleanJerk,246
Rank: ---,SYMON Caleb,NZL,"Born: Jan 01, 1992",B.weight: 86.75,Group: A,1: -163,2: 163,3: 167,Total: 167,94kgMen,CleanJerk,246
Rank: 1,KARI Steven Kukuna,PNG,"Born: May 13, 1993",B.weight: 93.40,Group: A,Snatch: 146,CI&Jerk: 188,Total: 334,,94kgMen,Total,246
Rank: 2,GRGUREVIC Zac Adam,AUS,"Born: Feb 20, 1991",B.weight: 93.80,Group: A,Snatch: 133,CI&Jerk: 175,Total: 308,,94kgMen,Total,246
Rank: 3,PETER Yukio,NRU,"Born: Jan 01, 1990",B.weight: 89.35,Group: A,Snatch: 130,CI&Jerk: 170,Total: 300,,94kgMen,Total,246
Rank: 4,SYMON Caleb,NZL,"Born: Jan 01, 1992",B.weight: 86.75,Group: A,Snatch: 125,CI&Jerk: 167,Total: 292,,94kgMen,Total,246
Rank: 5,FAAULIULI Faavae,SAM,"Born: May 12, 1983",B.weight: 93.90,Group: A,Snatch: 125,CI&Jerk: 165,Total: 290,,94kgMen,Total,246
Rank: 6,MAO Sanele,SAM,"Born: Sep 09, 1985",B.weight: 92.50,Group: A,Snatch: 125,CI&Jerk: 160,Total: 285,,94kgMen,Total,246
Rank: ---,KATOATAU David,KIR,"Born: Jul 17, 1984",B.weight: 102.00,Group: A,1: 142,2: 146,3: -149,Total: 146,105kgMen,Snatch,246
