rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,OUYANG Xiaofang,CHN,"Apr 05, 1982",62.52,A,127,131,134,134,63kgWomen,CleanJerk,142,True
2,PAK Hyon Suk,PRK,"Apr 08, 1985",59.44,A,130,-135,-135,130,63kgWomen,CleanJerk,142,True
3,HASHIDA Mayu,JPN,"Apr 20, 1986",59.82,A,105,108,110,110,63kgWomen,CleanJerk,142,True
4,SISOEVA Elena,UZB,"Dec 11, 1984",62.58,A,92,96,101,101,63kgWomen,CleanJerk,142,True
1,OUYANG Xiaofang,CHN,"Apr 05, 1982",62.52,A,110,134,244,,63kgWomen,Total,142,True
2,PAK Hyon Suk,PRK,"Apr 08, 1985",59.44,A,106,130,236,,63kgWomen,Total,142,True
3,HASHIDA Mayu,JPN,"Apr 20, 1986",59.82,A,90,110,200,,63kgWomen,Total,142,True
4,SISOEVA Elena,UZB,"Dec 11, 1984",62.58,A,83,101,184,,63kgWomen,Total,142,True
1,ZHANG Shaoling,MAC,"Nov 04, 1984",68.96,A,100,102,105,105,69kgWomen,Snatch,142,True
2,WANG Ya-Jhen,TPE,"Nov 11, 1987",68.46,A,94,97,100,100,69kgWomen,Snatch,142,True
3,YU Un Bok,PRK,"Jan 01, 1988",66.94,A,93,-96,96,96,69kgWomen,Snatch,142,True
4,TANI Ayano,JPN,"Feb 12, 1987",68.30,A,93,96,-98,96,69kgWomen,Snatch,142,True
1,ZHANG Shaoling,MAC,"Nov 04, 1984",68.96,A,123,-130,---,123,69kgWomen,CleanJerk,142,True
2,WANG Ya-Jhen,TPE,"Nov 11, 1987",68.46,A,118,122,-128,122,69kgWomen,CleanJerk,142,True
3,TANI Ayano,JPN,"Feb 12, 1987",68.30,A,118,121,-123,121,69kgWomen,CleanJerk,142,True
4,YU Un Bok,PRK,"Jan 01, 1988",66.94,A,-115,115,-122,115,69kgWomen,CleanJerk,142,True
1,ZHANG Shaoling,MAC,"Nov 04, 1984",68.96,A,105,123,228,,69kgWomen,Total,142,True
2,WANG Ya-Jhen,TPE,"Nov 11, 1987",68.46,A,100,122,222,,69kgWomen,Total,142,True
3,TANI Ayano,JPN,"Feb 12, 1987",68.30,A,96,121,217,,69kgWomen,Total,142,True
4,YU Un Bok,PRK,"Jan 01, 1988",66.94,A,96,115,211,,69kgWomen,Total,142,True
1,XIANG Yanmei,CHN,"Jun 13, 1992",69.84,A,105,110,115,115,75kgWomen,Snatch,142,True
2,IMAHOKO Kazue,JPN,"Aug 25, 1982",74.52,A,-100,100,-103,100,75kgWomen,Snatch,142,True
3,KHROMOVA Tatyana,KAZ,"Feb 26, 1980",74.98,A,95,100,-103,100,75kgWomen,Snatch,142,True
4,A JANESHOWRI Devi,IND,"Jan 01, 1986",73.56,A,80,85,88,88,75kgWomen,Snatch,142,True
---,KIM Un Ju,PRK,"Nov 11, 1989",74.16,A,-105,-105,-105,---,75kgWomen,Snatch,142,True
1,XIANG Yanmei,CHN,"Jun 13, 1992",69.84,A,135,140,146,146,75kgWomen,CleanJerk,142,True
2,KIM Un Ju,PRK,"Nov 11, 1989",74.16,A,132,140,146,146,75kgWomen,CleanJerk,142,True
3,KHROMOVA Tatyana,KAZ,"Feb 26, 1980",74.98,A,118,123,-130,123,75kgWomen,CleanJerk,142,True
4,IMAHOKO Kazue,JPN,"Aug 25, 1982",74.52,A,-117,-117,117,117,75kgWomen,CleanJerk,142,True
5,A JANESHOWRI Devi,IND,"Jan 01, 1986",73.56,A,-100,100,104,104,75kgWomen,CleanJerk,142,True
1,XIANG Yanmei,CHN,"Jun 13, 1992",69.84,A,115,146,261,,75kgWomen,Total,142,True
2,KHROMOVA Tatyana,KAZ,"Feb 26, 1980",74.98,A,100,123,223,,75kgWomen,Total,142,True
3,IMAHOKO Kazue,JPN,"Aug 25, 1982",74.52,A,100,117,217,,75kgWomen,Total,142,True
4,A JANESHOWRI Devi,IND,"Jan 01, 1986",73.56,A,88,104,192,,75kgWomen,Total,142,True
---,KIM Un Ju,PRK,"Nov 11, 1989",74.16,A,---,146,---,,75kgWomen,Total,142,True
1,ZHOU Lulu,CHN,"Mar 19, 1988",132.54,A,135,-141,141,141,+75kgWomen,Snatch,142,True
2,MENG Suping,CHN,"Jul 17, 1989",118.80,A,123,130,134,134,+75kgWomen,Snatch,142,True
3,ABORNEVA Alexandra,KAZ,"Oct 30, 1986",98.74,A,105,110,-112,110,+75kgWomen,Snatch,142,True
4,SHIMAMOTO Mami,JPN,"Sep 24, 1987",103.70,A,-105,105,108,108,+75kgWomen,Snatch,142,True
1,MENG Suping,CHN,"Jul 17, 1989",118.80,A,160,165,170,170,+75kgWomen,CleanJerk,142,True
2,ZHOU Lulu,CHN,"Mar 19, 1988",132.54,A,153,158,---,158,+75kgWomen,CleanJerk,142,True
3,ABORNEVA Alexandra,KAZ,"Oct 30, 1986",98.74,A,135,140,143,143,+75kgWomen,CleanJerk,142,True
4,SHIMAMOTO Mami,JPN,"Sep 24, 1987",103.70,A,135,139,-143,139,+75kgWomen,CleanJerk,142,True
1,MENG Suping,CHN,"Jul 17, 1989",118.80,A,134,170,304,,+75kgWomen,Total,142,True
2,ZHOU Lulu,CHN,"Mar 19, 1988",132.54,A,141,158,299,,+75kgWomen,Total,142,True
3,ABORNEVA Alexandra,KAZ,"Oct 30, 1986",98.74,A,110,143,253,,+75kgWomen,Total,142,True
4,SHIMAMOTO Mami,JPN,"Sep 24, 1987",103.70,A,108,139,247,,+75kgWomen,Total,142,True
